attemptdate,attemptresult,userid,type,maxsessionuid
3/2/2020 9:00,TIMEOUT,HBA1977,AUTHORIZED,876039
3/2/2020 9:00,TIMEOUT,HBA1817,LIMITED,875259
3/2/2020 9:01,LOGIN,HBA1633,EXPRESS,875071
3/2/2020 9:01,LOGIN,HBA1936,LIMITED,875370
3/2/2020 9:01,TIMEOUT,HBA1799,AUTHORIZED,875962
3/2/2020 9:01,LOGOUT,HBA1760,AUTHORIZED,875266
3/2/2020 9:01,LOGIN,HBA1977,AUTHORIZED,876055
3/2/2020 9:01,LOGIN,HBA2270,AUTHORIZED,875963
3/2/2020 9:02,TIMEOUT,HBA2284,AUTHORIZED,875175
3/2/2020 9:02,TIMEOUT,HBA1914,AUTHORIZED,875949
3/2/2020 9:03,TIMEOUT,HBA2153,LIMITED,875960
3/2/2020 9:03,LOGIN,HBA1799,AUTHORIZED,875964
3/2/2020 9:03,LOGOUT,HBA1799,AUTHORIZED,875964
3/2/2020 9:03,LOGIN,HBA1799,AUTHORIZED,875965
3/2/2020 9:04,TIMEOUT,HBA2214,AUTHORIZED,875269
3/2/2020 9:05,TIMEOUT,HBA1987,LIMITED,875361
3/2/2020 9:05,TIMEOUT,HBA2081,LIMITED,876053
3/2/2020 9:05,LOGIN,HBA2012,LIMITED,875072
3/2/2020 9:05,LOGOUT,HBA2270,AUTHORIZED,875963
3/2/2020 9:06,TIMEOUT,HBA1622,EXPRESS,0
3/2/2020 9:06,LOGIN,HBA2002,LIMITED,876155
3/2/2020 9:07,LOGIN,HBA2270,AUTHORIZED,875966
3/2/2020 9:07,LOGIN,HBA2214,AUTHORIZED,875272
3/2/2020 9:07,LOGOUT,HBA2214,AUTHORIZED,875272
3/2/2020 9:07,LOGIN,HBA2214,AUTHORIZED,875273
3/2/2020 9:08,TIMEOUT,HBA2157,EXPRESS,876049
3/2/2020 9:08,TIMEOUT,HBA2050,LIMITED,875267
3/2/2020 9:09,LOGIN,HBA2260,EXPRESS,875073
3/2/2020 9:10,TIMEOUT,HBA1638,EXPRESS,875367
3/2/2020 9:10,TIMEOUT,HBA1758,AUTHORIZED,875940
3/2/2020 9:10,LOGIN,HBA1845,LIMITED,875176
3/2/2020 9:11,LOGIN,HBA2097,LIMITED,875274
3/2/2020 9:11,LOGIN,HBA2042,AUTHORIZED,875967
3/2/2020 9:11,TIMEOUT,HBA1919,AUTHORIZED,875442
3/2/2020 9:11,LOGIN,HBA2231,AUTHORIZED,875968
3/2/2020 9:11,LOGIN,HBA2231,AUTHORIZED,875969
3/2/2020 9:11,LOGOUT,HBA2270,AUTHORIZED,875966
3/2/2020 9:12,TIMEOUT,HBA1841,LIMITED,875961
3/2/2020 9:12,LOGIN,HBA1784,LIMITED,876156
3/2/2020 9:13,TIMEOUT,HBA2205,AUTHORIZED,875261
3/2/2020 9:13,TIMEOUT,HBA2097,LIMITED,875274
3/2/2020 9:14,TIMEOUT,HBA1990,AUTHORIZED,875268
3/2/2020 9:16,LOGIN,HBA2081,LIMITED,876056
3/2/2020 9:16,LOGOUT,HBA2081,LIMITED,876056
3/2/2020 9:16,LOGIN,HBA2081,LIMITED,876057
3/2/2020 9:16,TIMEOUT,HBA1799,AUTHORIZED,875965
3/2/2020 9:16,TIMEOUT,HBA2043,LIMITED,0
3/2/2020 9:16,TIMEOUT,HBA2043,LIMITED,876050
3/2/2020 9:17,TIMEOUT,HBA2002,LIMITED,876155
3/2/2020 9:18,LOGIN,HBA2270,AUTHORIZED,876157
3/2/2020 9:20,LOGIN,HBA1914,AUTHORIZED,875970
3/2/2020 9:20,TIMEOUT,HBA2238,LIMITED,875447
3/2/2020 9:20,TIMEOUT,HBA2023,AUTHORIZED,876052
3/2/2020 9:20,LOGIN,HBA1799,AUTHORIZED,876158
3/2/2020 9:21,TIMEOUT,HBA2191,LIMITED,875270
3/2/2020 9:21,LOGIN,HBA2279,AUTHORIZED,876159
3/2/2020 9:21,LOGIN,HBA1841,LIMITED,875275
3/2/2020 9:22,LOGOUT,HBA2270,AUTHORIZED,876157
3/2/2020 9:22,LOGIN,HBA2023,AUTHORIZED,876058
3/2/2020 9:22,LOGIN,HBA2050,LIMITED,875276
3/2/2020 9:24,TIMEOUT,HBA1922,AUTHORIZED,875443
3/2/2020 9:24,TIMEOUT,HBA2081,LIMITED,876057
3/2/2020 9:24,SYSLOGOUT,HBA1919,AUTHORIZED,875141
3/2/2020 9:26,LOGIN,HBA2331,AUTHORIZED,876059
3/2/2020 9:26,LOGIN,HBA2029,EXPRESS,876160
3/2/2020 9:26,TIMEOUT,HBA1954,LIMITED,875070
3/2/2020 9:26,LOGIN,HBA1903,LIMITED,875971
3/2/2020 9:26,LOGIN,HBA2100,LIMITED,875455
3/2/2020 9:26,TIMEOUT,HBA2346,LIMITED,875069
3/2/2020 9:26,TIMEOUT,HBA1822,AUTHORIZED,0
3/2/2020 9:27,LOGIN,HBA2090,LIMITED,875177
3/2/2020 9:27,LOGIN,HBA1791,LIMITED,875456
3/2/2020 9:28,LOGIN,HBA1834,LIMITED,876060
3/2/2020 9:28,LOGOUT,HBA2050,LIMITED,0
3/2/2020 9:28,LOGIN,HBA1629,EXPRESS,876161
3/2/2020 9:29,LOGIN,HBA1758,AUTHORIZED,875972
3/2/2020 9:29,LOGOUT,HBA1758,AUTHORIZED,875972
3/2/2020 9:29,LOGIN,HBA1758,AUTHORIZED,875973
3/2/2020 9:30,TIMEOUT,HBA1799,AUTHORIZED,876158
3/2/2020 9:30,SYSLOGOUT,HBA1897,LIMITED,875441
3/2/2020 9:30,TIMEOUT,HBA2020,AUTHORIZED,876045
3/2/2020 9:30,LOGOUT,HBA1629,EXPRESS,876161
3/2/2020 9:30,LOGIN,HBA1629,EXPRESS,876162
3/2/2020 9:31,LOGOUT,HBA1629,EXPRESS,876162
3/2/2020 9:31,TIMEOUT,HBA2289,AUTHORIZED,875165
3/2/2020 9:31,LOGIN,HBA1746,LIMITED,875457
3/2/2020 9:31,LOGIN,HBA1919,AUTHORIZED,875458
3/2/2020 9:31,LOGOUT,HBA1919,AUTHORIZED,875458
3/2/2020 9:31,LOGIN,HBA1919,AUTHORIZED,875459
3/2/2020 9:32,TIMEOUT,HBA2100,LIMITED,875455
3/2/2020 9:32,TIMEOUT,HBA1633,EXPRESS,875071
3/2/2020 9:32,TIMEOUT,HBA1841,LIMITED,875275
3/2/2020 9:33,LOGIN,HBA2289,AUTHORIZED,875178
3/2/2020 9:33,LOGIN,HBA1703,LIMITED,875179
3/2/2020 9:33,LOGIN,HBA1841,LIMITED,875180
3/2/2020 9:33,LOGIN,HBA1972,AUTHORIZED,875181
3/2/2020 9:34,LOGIN,HBA1990,AUTHORIZED,875074
3/2/2020 9:35,TIMEOUT,HBA1977,AUTHORIZED,876055
3/2/2020 9:35,LOGIN,HBA1703,LIMITED,875460
3/2/2020 9:35,LOGIN,HBA2204,LIMITED,875974
3/2/2020 9:36,TIMEOUT,HBA2029,EXPRESS,876160
3/2/2020 9:36,TIMEOUT,HBA1703,LIMITED,875179
3/2/2020 9:36,LOGOUT,HBA1972,AUTHORIZED,875181
3/2/2020 9:36,TIMEOUT,HBA2204,LIMITED,875271
3/2/2020 9:36,LOGIN,HBA1972,AUTHORIZED,875182
3/2/2020 9:36,TIMEOUT,HBA1834,LIMITED,876060
3/2/2020 9:36,LOGIN,HBA1977,AUTHORIZED,876061
3/2/2020 9:36,LOGIN,HBA2204,LIMITED,876163
3/2/2020 9:37,LOGIN,HBA1931,LIMITED,875371
3/2/2020 9:37,SYSLOGOUT,HBA2028,LIMITED,875346
3/2/2020 9:37,TIMEOUT,HBA2204,LIMITED,875974
3/2/2020 9:37,LOGOUT,HBA1822,AUTHORIZED,0
3/2/2020 9:37,LOGOUT,HBA1822,AUTHORIZED,0
3/2/2020 9:38,LOGIN,HBA2231,AUTHORIZED,876062
3/2/2020 9:38,LOGIN,HBA2270,AUTHORIZED,876164
3/2/2020 9:38,TIMEOUT,HBA1990,AUTHORIZED,875074
3/2/2020 9:38,LOGOUT,HBA2270,AUTHORIZED,876164
3/2/2020 9:38,LOGIN,HBA2270,AUTHORIZED,876165
3/2/2020 9:39,TIMEOUT,HBA2204,LIMITED,876163
3/2/2020 9:39,LOGOUT,HBA2270,AUTHORIZED,876165
3/2/2020 9:39,LOGIN,HBA2270,AUTHORIZED,876166
3/2/2020 9:40,TIMEOUT,HBA1658,LIMITED,876153
3/2/2020 9:40,LOGIN,HBA2185,AUTHORIZED,876063
3/2/2020 9:40,LOGIN,HBA2145,AUTHORIZED,876064
3/2/2020 9:41,LOGIN,HBA2270,AUTHORIZED,875975
3/2/2020 9:41,TIMEOUT,HBA1978,LIMITED,875068
3/2/2020 9:41,LOGIN,HBA1779,LIMITED,875183
3/2/2020 9:41,LOGOUT,HBA2231,AUTHORIZED,876062
3/2/2020 9:41,TIMEOUT,HBA2231,AUTHORIZED,875968
3/2/2020 9:42,TIMEOUT,HBA1779,LIMITED,875183
3/2/2020 9:43,LOGOUT,HBA2270,AUTHORIZED,876166
3/2/2020 9:43,LOGIN,HBA2343,AUTHORIZED,875372
3/2/2020 9:43,TIMEOUT,HBA2042,AUTHORIZED,875967
3/2/2020 9:43,TIMEOUT,HBA2210,AUTHORIZED,875066
3/2/2020 9:44,TIMEOUT,HBA2050,LIMITED,0
3/2/2020 9:44,TIMEOUT,HBA1836,LIMITED,875366
3/2/2020 9:44,TIMEOUT,HBA2145,AUTHORIZED,876064
3/2/2020 9:44,LOGOUT,HBA2270,AUTHORIZED,875975
3/2/2020 9:44,LOGIN,HBA2042,AUTHORIZED,875976
3/2/2020 9:45,LOGIN,HBA2309,LIMITED,876065
3/2/2020 9:47,TIMEOUT,HBA1942,AUTHORIZED,875045
3/2/2020 9:48,LOGIN,HBA2320,AUTHORIZED,875461
3/2/2020 9:48,LOGOUT,HBA2214,AUTHORIZED,875273
3/2/2020 9:48,LOGIN,HBA2214,AUTHORIZED,875277
3/2/2020 9:48,LOGOUT,HBA2214,AUTHORIZED,875277
3/2/2020 9:48,LOGIN,HBA2214,AUTHORIZED,875278
3/2/2020 9:49,LOGOUT,HBA1646,LIMITED,875257
3/2/2020 9:52,LOGIN,HBA1620,LIMITED,875075
3/2/2020 9:52,TIMEOUT,HBA1612,LIMITED,875154
3/2/2020 9:52,TIMEOUT,HBA2023,AUTHORIZED,876058
3/2/2020 9:53,LOGIN,HBA1834,LIMITED,875279
3/2/2020 9:53,SYSLOGOUT,HBA1894,AUTHORIZED,875160
3/2/2020 9:53,LOGIN,HBA1633,EXPRESS,875076
3/2/2020 9:54,LOGIN,HBA1612,LIMITED,875184
3/2/2020 9:55,LOGIN,HBA2171,LIMITED,875462
3/2/2020 9:56,LOGOUT,HBA2171,LIMITED,875462
3/2/2020 9:56,LOGOUT,HBA1620,LIMITED,875075
3/2/2020 9:56,LOGIN,HBA2023,AUTHORIZED,876066
3/2/2020 9:56,TIMEOUT,HBA2253,AUTHORIZED,876018
3/2/2020 9:57,TIMEOUT,HBA1903,LIMITED,875971
3/2/2020 9:57,TIMEOUT,HBA2090,LIMITED,875177
3/2/2020 9:58,LOGIN,HBA1942,AUTHORIZED,875077
3/2/2020 9:59,LOGIN,HBA2117,LIMITED,875280
3/2/2020 9:59,LOGOUT,HBA2117,LIMITED,875280
3/2/2020 9:59,LOGIN,HBA2117,LIMITED,875281
3/2/2020 9:59,LOGIN,HBA2090,LIMITED,875185
3/2/2020 9:59,TIMEOUT,HBA2260,EXPRESS,875073
3/2/2020 10:00,LOGIN,HBA1955,LIMITED,876067
3/2/2020 10:02,TIMEOUT,HBA1746,LIMITED,875457
3/2/2020 10:02,TIMEOUT,HBA1919,AUTHORIZED,875459
3/2/2020 10:02,LOGIN,HBA1987,LIMITED,875373
3/2/2020 10:04,TIMEOUT,HBA1703,LIMITED,875460
3/2/2020 10:04,LOGIN,HBA1919,AUTHORIZED,875463
3/2/2020 10:04,TIMEOUT,HBA1791,LIMITED,875456
3/2/2020 10:04,LOGIN,HBA1922,AUTHORIZED,875464
3/2/2020 10:04,LOGIN,HBA2240,AUTHORIZED,875977
3/2/2020 10:05,LOGIN,HBA1668,AUTHORIZED,875078
3/2/2020 10:05,TIMEOUT,HBA2331,AUTHORIZED,876059
3/2/2020 10:05,LOGIN,HBA2231,AUTHORIZED,875374
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,TIMEOUT,HBA2279,AUTHORIZED,876159
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,LOGIN,HBA1906,EXPRESS,875465
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,SYSLOGOUT,HBA1817,LIMITED,875259
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,TIMEOUT,HBA1758,AUTHORIZED,875973
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:06,LOGIN,HBA2279,AUTHORIZED,876167
3/2/2020 10:07,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:07,LOGIN,HBA2270,AUTHORIZED,875978
3/2/2020 10:07,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:07,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:07,TIMEOUT,HBA1757,AUTHORIZED,875369
3/2/2020 10:08,LOGIN,HBA1990,AUTHORIZED,875079
3/2/2020 10:08,LOGOUT,HBA1990,AUTHORIZED,875079
3/2/2020 10:08,TIMEOUT,HBA1977,AUTHORIZED,876061
3/2/2020 10:08,LOGIN,HBA1990,AUTHORIZED,875080
3/2/2020 10:08,LOGOUT,HBA2117,LIMITED,0
3/2/2020 10:08,TIMEOUT,HBA2353,AUTHORIZED,875365
3/2/2020 10:09,TIMEOUT,HBA1822,AUTHORIZED,0
3/2/2020 10:09,TIMEOUT,HBA1914,AUTHORIZED,875970
3/2/2020 10:09,LOGOUT,HBA2231,AUTHORIZED,875374
3/2/2020 10:10,TIMEOUT,HBA2261,AUTHORIZED,875368
3/2/2020 10:10,TIMEOUT,HBA2185,AUTHORIZED,876063
3/2/2020 10:11,LOGIN,HBA1817,LIMITED,875282
3/2/2020 10:11,LOGOUT,HBA1817,LIMITED,875282
3/2/2020 10:11,LOGIN,HBA1817,LIMITED,875283
3/2/2020 10:11,LOGIN,HBA2231,AUTHORIZED,876068
3/2/2020 10:11,LOGIN,HBA1757,AUTHORIZED,875375
3/2/2020 10:12,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:12,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:12,LOGIN,HBA1855,LIMITED,875376
3/2/2020 10:12,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:12,LOGOUT,HBA2270,AUTHORIZED,875978
3/2/2020 10:12,LOGIN,HBA1658,LIMITED,876168
3/2/2020 10:13,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:13,LOGIN,HBA2191,LIMITED,875284
3/2/2020 10:13,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:13,LOGIN,HBA1990,AUTHORIZED,876069
3/2/2020 10:13,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:13,LOGIN,HBA2231,AUTHORIZED,876070
3/2/2020 10:13,TIMEOUT,HBA2309,LIMITED,876065
3/2/2020 10:13,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:13,LOGIN,HBA1896,AUTHORIZED,875081
3/2/2020 10:14,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:14,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:14,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:14,TIMEOUT,HBA2345,AUTHORIZED,876041
3/2/2020 10:14,LOGOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:15,LOGOUT,HBA2231,AUTHORIZED,876068
3/2/2020 10:15,TIMEOUT,HBA1782,AUTHORIZED,875431
3/2/2020 10:15,LOGIN,HBA2178,AUTHORIZED,875466
3/2/2020 10:15,LOGIN,HBA2279,AUTHORIZED,876169
3/2/2020 10:16,LOGIN,HBA2309,LIMITED,876071
3/2/2020 10:16,LOGOUT,HBA2309,LIMITED,876071
3/2/2020 10:16,LOGIN,HBA2309,LIMITED,876072
3/2/2020 10:16,TIMEOUT,HBA1931,LIMITED,875371
3/2/2020 10:17,LOGIN,HBA2360,LIMITED,876073
3/2/2020 10:17,LOGOUT,HBA1658,LIMITED,876168
3/2/2020 10:17,LOGIN,HBA2204,LIMITED,876074
3/2/2020 10:17,LOGIN,HBA2238,LIMITED,875467
3/2/2020 10:17,LOGOUT,HBA2231,AUTHORIZED,876070
3/2/2020 10:17,LOGOUT,HBA1990,AUTHORIZED,876069
3/2/2020 10:17,LOGIN,HBA2157,EXPRESS,876170
3/2/2020 10:18,TIMEOUT,HBA2309,LIMITED,876072
3/2/2020 10:18,LOGIN,HBA2204,LIMITED,876171
3/2/2020 10:18,LOGOUT,HBA2279,AUTHORIZED,876169
3/2/2020 10:18,TIMEOUT,HBA2023,AUTHORIZED,876066
3/2/2020 10:19,TIMEOUT,HBA2204,LIMITED,876074
3/2/2020 10:20,TIMEOUT,HBA1855,LIMITED,875376
3/2/2020 10:20,LOGIN,HBA2127,LIMITED,875285
3/2/2020 10:20,LOGIN,HBA1998,LIMITED,876075
3/2/2020 10:20,TIMEOUT,HBA2240,AUTHORIZED,0
3/2/2020 10:21,TIMEOUT,HBA1697,LIMITED,875956
3/2/2020 10:21,TIMEOUT,HBA1749,AUTHORIZED,875174
3/2/2020 10:21,LOGIN,HBA1658,LIMITED,876172
3/2/2020 10:21,LOGIN,HBA1977,AUTHORIZED,876076
3/2/2020 10:21,LOGIN,HBA2023,AUTHORIZED,876173
3/2/2020 10:21,LOGIN,HBA1749,AUTHORIZED,875186
3/2/2020 10:22,LOGOUT,HBA1658,LIMITED,876172
3/2/2020 10:22,TIMEOUT,HBA2178,AUTHORIZED,875466
3/2/2020 10:22,LOGIN,HBA1782,AUTHORIZED,875468
3/2/2020 10:22,LOGOUT,HBA1782,AUTHORIZED,875468
3/2/2020 10:22,LOGIN,HBA1782,AUTHORIZED,875469
3/2/2020 10:23,LOGIN,HBA2056,EXPRESS,875082
3/2/2020 10:23,LOGIN,HBA1836,LIMITED,875377
3/2/2020 10:23,TIMEOUT,HBA1633,EXPRESS,875076
3/2/2020 10:23,LOGOUT,HBA1896,AUTHORIZED,875081
3/2/2020 10:23,TIMEOUT,HBA1841,LIMITED,875180
3/2/2020 10:24,LOGIN,HBA2346,LIMITED,875083
3/2/2020 10:24,LOGIN,HBA2318,LIMITED,875378
3/2/2020 10:24,LOGIN,HBA1658,LIMITED,876174
3/2/2020 10:24,LOGIN,HBA1783,LIMITED,876077
3/2/2020 10:25,TIMEOUT,HBA2343,AUTHORIZED,875372
3/2/2020 10:25,SYSLOGOUT,HBA1760,AUTHORIZED,875266
3/2/2020 10:25,LOGOUT,HBA2318,LIMITED,875378
3/2/2020 10:25,LOGOUT,HBA1998,LIMITED,876075
3/2/2020 10:26,TIMEOUT,HBA2007,EXPRESS,876154
3/2/2020 10:26,LOGIN,HBA2351,AUTHORIZED,875470
3/2/2020 10:26,TIMEOUT,HBA1834,LIMITED,875279
3/2/2020 10:26,LOGIN,HBA1649,AUTHORIZED,876078
3/2/2020 10:26,TIMEOUT,HBA1894,AUTHORIZED,875173
3/2/2020 10:26,LOGIN,HBA1834,LIMITED,875286
3/2/2020 10:27,TIMEOUT,HBA2090,LIMITED,875185
3/2/2020 10:27,LOGIN,HBA2090,LIMITED,875187
3/2/2020 10:27,LOGOUT,HBA2090,LIMITED,875187
3/2/2020 10:27,LOGIN,HBA2090,LIMITED,875188
3/2/2020 10:27,LOGIN,HBA1945,LIMITED,875979
3/2/2020 10:27,TIMEOUT,HBA1936,LIMITED,875370
3/2/2020 10:27,TIMEOUT,HBA1658,LIMITED,876174
3/2/2020 10:28,LOGIN,HBA2279,AUTHORIZED,876176
3/2/2020 10:28,LOGIN,HBA2279,AUTHORIZED,876175
3/2/2020 10:29,LOGOUT,HBA2360,LIMITED,876073
3/2/2020 10:29,LOGIN,HBA2360,LIMITED,876079
3/2/2020 10:29,LOGOUT,HBA2360,LIMITED,876079
3/2/2020 10:29,LOGIN,HBA2360,LIMITED,876080
3/2/2020 10:30,LOGOUT,HBA2351,AUTHORIZED,875470
3/2/2020 10:30,TIMEOUT,HBA1955,LIMITED,876067
3/2/2020 10:31,LOGOUT,HBA2279,AUTHORIZED,876176
3/2/2020 10:31,LOGOUT,HBA2279,AUTHORIZED,876175
3/2/2020 10:31,LOGIN,HBA2279,AUTHORIZED,876177
3/2/2020 10:31,TIMEOUT,HBA1942,AUTHORIZED,875077
3/2/2020 10:31,TIMEOUT,HBA1834,LIMITED,875286
3/2/2020 10:32,TIMEOUT,HBA2012,LIMITED,875072
3/2/2020 10:32,LOGIN,HBA1834,LIMITED,875379
3/2/2020 10:32,TIMEOUT,HBA2157,EXPRESS,876170
3/2/2020 10:32,TIMEOUT,HBA2204,LIMITED,876171
3/2/2020 10:32,LOGIN,HBA2199,LIMITED,876178
3/2/2020 10:33,LOGIN,HBA2360,LIMITED,875471
3/2/2020 10:33,LOGOUT,HBA1945,LIMITED,875979
3/2/2020 10:33,LOGIN,HBA1945,LIMITED,875980
3/2/2020 10:33,TIMEOUT,HBA1990,AUTHORIZED,875080
3/2/2020 10:34,LOGOUT,HBA1836,LIMITED,875377
3/2/2020 10:34,TIMEOUT,HBA1668,AUTHORIZED,875078
3/2/2020 10:34,LOGIN,HBA2153,LIMITED,875981
3/2/2020 10:35,TIMEOUT,HBA2360,LIMITED,876080
3/2/2020 10:35,LOGIN,HBA1697,LIMITED,875982
3/2/2020 10:35,TIMEOUT,HBA1817,LIMITED,875283
3/2/2020 10:35,LOGIN,HBA1836,LIMITED,875380
3/2/2020 10:35,TIMEOUT,HBA1834,LIMITED,875379
3/2/2020 10:35,LOGOUT,HBA2279,AUTHORIZED,876177
3/2/2020 10:36,SYSLOGOUT,HBA2157,EXPRESS,876049
3/2/2020 10:37,TIMEOUT,HBA1922,AUTHORIZED,875464
3/2/2020 10:37,TIMEOUT,HBA2279,AUTHORIZED,876167
3/2/2020 10:37,LOGIN,HBA2210,AUTHORIZED,875084
3/2/2020 10:38,LOGIN,HBA2318,LIMITED,875381
3/2/2020 10:38,TIMEOUT,HBA1906,EXPRESS,875465
3/2/2020 10:38,LOGOUT,HBA1945,LIMITED,875980
3/2/2020 10:39,LOGIN,HBA1942,AUTHORIZED,875085
3/2/2020 10:39,LOGIN,HBA2253,AUTHORIZED,876081
3/2/2020 10:39,TIMEOUT,HBA2117,LIMITED,875281
3/2/2020 10:39,LOGIN,HBA1676,AUTHORIZED,875086
3/2/2020 10:39,TIMEOUT,HBA1987,LIMITED,875373
3/2/2020 10:39,TIMEOUT,HBA1783,LIMITED,876077
3/2/2020 10:40,TIMEOUT,HBA2117,LIMITED,0
3/2/2020 10:40,LOGOUT,HBA2318,LIMITED,875381
3/2/2020 10:40,SYSLOGOUT,HBA1758,AUTHORIZED,875940
3/2/2020 10:40,LOGIN,HBA2020,AUTHORIZED,876082
3/2/2020 10:41,SYSLOGOUT,HBA1919,AUTHORIZED,875442
3/2/2020 10:42,TIMEOUT,HBA1757,AUTHORIZED,875375
3/2/2020 10:42,SYSLOGOUT,HBA2205,AUTHORIZED,875261
3/2/2020 10:42,TIMEOUT,HBA1612,LIMITED,875184
3/2/2020 10:43,LOGIN,HBA2294,AUTHORIZED,875382
3/2/2020 10:43,LOGIN,HBA1990,AUTHORIZED,875087
3/2/2020 10:44,LOGOUT,HBA2199,LIMITED,876178
3/2/2020 10:44,TIMEOUT,HBA2042,AUTHORIZED,875976
3/2/2020 10:44,LOGIN,HBA1907,LIMITED,876179
3/2/2020 10:45,LOGIN,HBA1612,LIMITED,875472
3/2/2020 10:46,LOGIN,HBA1896,AUTHORIZED,875088
3/2/2020 10:46,LOGIN,HBA1757,AUTHORIZED,875383
3/2/2020 10:47,LOGIN,HBA1990,AUTHORIZED,876084
3/2/2020 10:47,LOGIN,HBA1990,AUTHORIZED,876083
3/2/2020 10:47,LOGIN,HBA1654,LIMITED,875983
3/2/2020 10:48,LOGIN,HBA2185,AUTHORIZED,876085
3/2/2020 10:48,LOGIN,HBA2117,LIMITED,875287
3/2/2020 10:49,TIMEOUT,HBA2238,LIMITED,875467
3/2/2020 10:50,TIMEOUT,HBA1654,LIMITED,875983
3/2/2020 10:50,LOGIN,HBA1834,LIMITED,875384
3/2/2020 10:50,LOGOUT,HBA1834,LIMITED,875384
3/2/2020 10:50,LOGIN,HBA2350,LIMITED,875984
3/2/2020 10:50,LOGIN,HBA2279,AUTHORIZED,876180
3/2/2020 10:50,LOGIN,HBA2279,AUTHORIZED,876181
3/2/2020 10:51,LOGOUT,HBA1990,AUTHORIZED,876083
3/2/2020 10:51,LOGOUT,HBA1990,AUTHORIZED,876084
3/2/2020 10:51,LOGIN,HBA2238,LIMITED,875473
3/2/2020 10:51,TIMEOUT,HBA2023,AUTHORIZED,876173
3/2/2020 10:51,LOGOUT,HBA1896,AUTHORIZED,875088
3/2/2020 10:52,LOGIN,HBA2156,LIMITED,875189
3/2/2020 10:52,LOGIN,HBA2351,AUTHORIZED,875474
3/2/2020 10:52,LOGIN,HBA2351,AUTHORIZED,875475
3/2/2020 10:52,LOGIN,HBA2279,AUTHORIZED,876182
3/2/2020 10:52,LOGIN,HBA2226,AUTHORIZED,876183
3/2/2020 10:53,LOGOUT,HBA2156,LIMITED,875189
3/2/2020 10:53,LOGOUT,HBA1836,LIMITED,875380
3/2/2020 10:54,TIMEOUT,HBA2056,EXPRESS,875082
3/2/2020 10:54,LOGOUT,HBA2279,AUTHORIZED,876180
3/2/2020 10:54,LOGOUT,HBA2279,AUTHORIZED,876181
3/2/2020 10:54,TIMEOUT,HBA2360,LIMITED,0
3/2/2020 10:54,TIMEOUT,HBA1972,AUTHORIZED,875182
3/2/2020 10:55,TIMEOUT,HBA2231,AUTHORIZED,875969
3/2/2020 10:55,LOGOUT,HBA2351,AUTHORIZED,875475
3/2/2020 10:55,TIMEOUT,HBA2127,LIMITED,875285
3/2/2020 10:55,LOGIN,HBA2279,AUTHORIZED,875476
3/2/2020 10:56,LOGOUT,HBA2351,AUTHORIZED,875474
3/2/2020 10:57,TIMEOUT,HBA1919,AUTHORIZED,875463
3/2/2020 10:57,TIMEOUT,HBA2090,LIMITED,875188
3/2/2020 10:58,LOGIN,HBA1914,AUTHORIZED,875985
3/2/2020 10:58,LOGOUT,HBA2279,AUTHORIZED,876182
3/2/2020 10:58,LOGIN,HBA2279,AUTHORIZED,876184
3/2/2020 10:59,LOGIN,HBA1954,LIMITED,875089
3/2/2020 10:59,LOGIN,HBA2246,AUTHORIZED,876185
3/2/2020 11:00,LOGIN,HBA1936,LIMITED,875385
3/2/2020 11:00,SYSLOGOUT,HBA1737,LIMITED,876054
3/2/2020 11:01,TIMEOUT,HBA2214,AUTHORIZED,875278
3/2/2020 11:01,LOGOUT,HBA2279,AUTHORIZED,875476
3/2/2020 11:01,LOGIN,HBA2343,AUTHORIZED,875386
3/2/2020 11:01,LOGIN,HBA2261,AUTHORIZED,875387
3/2/2020 11:02,TIMEOUT,HBA1894,AUTHORIZED,876046
3/2/2020 11:02,TIMEOUT,HBA1932,AUTHORIZED,875251
3/2/2020 11:02,TIMEOUT,HBA2331,AUTHORIZED,875363
3/2/2020 11:02,LOGOUT,HBA2279,AUTHORIZED,876184
